
DPS Ranking:
111749061 100.0%  Raid
  DTPS: 1912810.4  DTPS-error=1348.7/0.1% 
  TMI: 1716415.8  TMI-error=3283.5/0.2%  TMI-min=1291423.2  TMI-max=2619672.3 
  Origin: https://us.api.battle.net/wow/character/wyrmrest-accord/vorem/advanced
  Talents: http://us.battle.net/wow/en/tool/talent-calculator#Ub!0010210
  Artifact: 57:0:0:0:0:948:3:949:3:950:3:951:3:952:3:953:3:954:3:955:3:956:3:957:1:958:1:959:1:960:1:961:1:962:1:979:1:1334:1:1366:20
  Core Stats:    strength=4726|4401(4401)  agility=34574|32949(32949)  stamina=15837|15837(10604)  intellect=7651|7326(7326)  spirit=0|0(0)  health=950220|1068000  mana=704000|704000
  Generic Stats: mastery=12.40%|12.40%(6716)  versatility=13.42%|12.63%(6000)  leech=0.00%|0.00%(0)  runspeed=10.15%|8.05%(0)
  Spell Stats:   power=51774|49340(0)  hit=15.00%|15.00%(0)  crit=26.87%|26.87%(6748)  haste=16.00%|16.00%(6000)  speed=16.00%|16.00%  manareg=0|0(0)
  Attack Stats:  power=43145|41117(0)  hit=7.50%|7.50%(0)  crit=26.87%|26.87%(6748)  expertise=7.50%/7.50%|7.50%/7.50%(0)  haste=16.00%|16.00%(6000)  speed=16.00%|16.00%
  Defense Stats: armor=0|0(0) miss=3.00%|3.00%  dodge=27.62%|26.99%(0)  parry=0.00%|0.00%(0)  block=0.00%|0.00%(0) crit=0.00%|0.00%  versatility=6.71%|6.32%(6000)
  Priorities (actions.precombat):
    flask,type=flask_of_the_seventh_demon/food,type=seedbattered_fish_plate
    augmentation,type=defiled/cat_form/prowl/snapshot_stats/potion,name=old_war
  Priorities:
    auto_attack/use_item,slot=trinket1
    potion,name=old_war,if=buff.rage_of_the_sleeper.up
    call_action_list,name=cat,if=(cooldown.thrash_bear.remains>0&cooldown.mangle.remains>0&buff.rage_of_the_sleeper.down&buff.incarnation.down&buff.galactic_guardian.down)|(buff.cat_form.up&energy>20)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    call_action_list,name=bear
  Priorities (actions.bear):
    bear_form/incarnation/barkskin,if=talent.brambles.enabled
    berserking,if=buff.rage_of_the_sleeper.up
    moonfire,if=!dot.moonfire.ticking&(talent.incarnation.enabled|talent.soul_of_the_forest.enabled)
    lunar_beam,if=(dot.rip.remains>10&buff.bear_form.up)
    rage_of_the_sleeper,if=(dot.rip.remains>10&buff.bear_form.up)
    thrash_bear,if=(buff.incarnation.up=1&dot.thrash_bear.remains<=2)|talent.rend_and_tear.enabled&dot.thrash_bear.stack<3|talent.rend_and_tear.enabled&equipped.137067&dot.thrash_bear.stack<5|equipped.137056
    maul/mangle/thrash_bear/moonfire,if=buff.galactic_guardian.up/swipe_bear
  Priorities (actions.cat):
    dash,if=buff.cat_form.down/cat_form,if=buff.cat_form.down
    ferocious_bite,if=(combo_points>3&target.time_to_die<3)|(combo_points=5&energy>=50&dot.rip.remains>10)|(dot.rip.ticking&target.health.pct<25&combo_points=5&energy>=50)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    rip,if=(!dot.rip.ticking&combo_points=5)|(dot.rip.remains<8&combo_points=5)
    shadowmeld,if=dot.rake.remains<8
    rake,if=dot.rake.remains<8|(combo_points=4&time<10)/shred
  Actions:
    barkskin                     Count=  4.0| 84.30sec  DPE= 232253| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_form                    Count= 23.0| 13.11sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_melee                   Count= 97.8|  3.03sec  DPE=  51647| 4%  DPET=  24897  DPR=   0.0  pDPS=16862  Miss=0.00%  Hit=40386|27195|51020  Crit=82413|55478|104081|26.8%
    brambles                     Count=229.1|  1.30sec  DPE=  10355|22%  DPET=      0  DPR=   0.0  pDPS= 7918  Miss=0.00%  Hit=10355|10355|10355
    brambles_pulse               Count=  0.0|  0.00sec  DPE=      0| 1%  DPET=      0  DPR=   0.0  pDPS= 3088  Miss=0.00%  Hit=14351|13741|18045  Crit=29261|28032|36813|26.8%
    brambles_reflect             Count=229.1|  1.30sec  DPE=  20435| 4%  DPET=      0  DPR=   0.0  pDPS=15627  Miss=0.00%  Hit=15978|15268|20051  Crit=32594|31147|40904|26.8%
    cat_form                     Count= 21.3| 13.65sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    cat_melee                    Count=117.1|  2.53sec  DPE=  38686| 4%  DPET=  46829  DPR=   0.0  pDPS=15139  Miss=0.00%  Hit=30939|21756|32653  Crit=63140|44383|66612|26.9%  Parry=3.0%
    dash                         Count=  2.0|186.87sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    ferocious_bite               Count=  4.2| 44.46sec  DPE= 536264| 2%  DPET= 533871  DPR=   0.0  pDPS= 7568  Miss=0.00%  Hit=431902|67339|505331  Crit=882341|137372|1030876|26.0%  Parry=3.0%
    leech                        Count=199.1|  1.85sec  DPE=  36749|69%  DPET=      0  DPR=   0.0  pDPS=24495  Miss=0.00%  Hit=36749|  23|168790
    mangle                       Count= 44.8|  6.61sec  DPE= 269816|10%  DPET= 215315  DPR=   0.0  pDPS=40319  Miss=0.00%  Hit=210702|135735|264634  Crit=429854|282328|539853|27.0%
    maul                         Count= 65.5|  4.49sec  DPE=  57376| 3%  DPET=      0  DPR=2868.8  pDPS=12554  Miss=0.00%  Hit=41813|26856|52360  Crit=85313|54787|106815|35.8%
    moonfire                     Count= 36.0|  8.13sec  DPE= 771495|23%  DPET= 616121  DPR=   0.0  pDPS=92719  Miss=0.00%  Hit=107829|49881|277746  Crit=219756|101757|566601|26.8%  TickCount=177  MissTick=0.0%  Tick=51198|75|64294  CritTick=104411|348|131160|26.9%  UpTime=98.3%
    natures_guardian             Count=199.1|  1.85sec  DPE=   4549| 9%  DPET=      0  DPR=   0.0  pDPS= 3032  Miss=0.00%  Hit=4549|   3|20922
    potion                       Count=  2.0|  0.00sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    potion_of_the_old_war        Count= 23.4|  6.27sec  DPE= 239075| 5%  DPET=      0  DPR=   0.0  pDPS=18973  Miss=0.00%  Hit=188927|119284|223785  Crit=385106|243340|456522|26.6%  Parry=1.1%
    rage_of_the_sleeper          Count=  3.5| 96.65sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    rage_of_the_sleeper_reflect  Count= 26.1|  9.77sec  DPE= 181687| 4%  DPET=      0  DPR=   0.0  pDPS=15870  Miss=0.00%  Hit=181687|178922|187975
    rake                         Count= 21.0| 14.82sec  DPE= 658153|11%  DPET= 655211  DPR=   0.0  pDPS=46199  Miss=0.00%  Hit=91886|61443|175550  Crit=187758|125343|358123|26.0%  Parry=3.0%  TickCount=96  MissTick=0.0%  Tick=93478|30|186083  CritTick=190695|60|379610|26.9%  UpTime=94.1%
    rip                          Count=  9.4| 25.93sec  DPE=1461136|11%  DPET=1454685  DPR=   0.0  pDPS=45597  Miss=0.00%  Parry=100.0%  TickCount=135  MissTick=0.0%  Tick=79061|3888|99183  CritTick=161288|1078|202333|26.9%  UpTime=90.0%
    shred                        Count= 47.8|  6.24sec  DPE= 202897| 8%  DPET= 201991  DPR=   0.0  pDPS=32389  Miss=0.00%  Hit=163535|111046|173199  Crit=333598|226533|353327|26.0%  Parry=3.0%
    swipe_bear                   Count=  5.6| 48.44sec  DPE= 126224| 1%  DPET= 106166  DPR=   0.0  pDPS= 2371  Miss=0.00%  Hit=98868|68587|104918  Crit=201669|139917|214033|26.6%
    thrash_bear                  Count= 35.4|  8.40sec  DPE= 340939|10%  DPET= 273200  DPR=   0.0  pDPS=40338  Miss=0.00%  Hit=176617|111387|221508  Crit=360066|236318|451875|26.9%  TickCount=97  MissTick=0.0%  Tick=32652|626|41790  CritTick=66605|3029|85251|26.9%  UpTime=97.6%
  Constant Buffs: defiled_augmentation/flask_of_the_seventh_demon/seedbattered_fish_plate
  Dynamic Buffs:
    barkskin              : start= 4.0 refresh=  0.0 interval= 84.3 trigger= 84.3 uptime=17.48%  benefit=18%
    bear_form             : start=23.0 refresh=  0.0 interval= 13.1 trigger= 13.1 uptime=62.21%  benefit=62%
    bloodlust             : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime=13.56%  benefit=43%
    cat_form              : start=23.3 refresh=  0.0 interval= 13.1 trigger= 13.3 uptime=37.79%  benefit=38%
    dash                  : start= 2.0 refresh=  0.0 interval=186.9 trigger=186.9 uptime=10.17%  benefit=10%
    galactic_guardian     : start=36.5 refresh= 44.6 interval=  8.2 trigger=  3.6 uptime=53.07%
    gory_fur              : start= 1.0 refresh=  5.7 interval=  0.0 trigger= 37.8 uptime=86.11%  benefit=86%
    guardian_of_elune     : start= 1.0 refresh= 43.8 interval=245.5 trigger=  6.6 uptime=97.71%  benefit=98%
    mangle                : start=15.4 refresh=  0.0 interval= 18.4 trigger= 18.3 uptime= 6.66%  benefit=34%
    potion_of_the_old_war : start= 2.0 refresh=  0.0 interval=113.4 trigger=  0.0 uptime=16.27%  benefit=16%
    prowl                 : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime= 0.00%  benefit= 1%
    rage_of_the_sleeper   : start= 3.5 refresh=  0.0 interval= 96.6 trigger= 96.6 uptime=11.38%  benefit=11%
    rapid_adaptation      : start= 5.5 refresh=  0.0 interval= 60.4 trigger= 60.4 uptime=35.23%  benefit=35%
  Procs:
     15.4 |  18.32sec : gore
  Gains:
    7317269.0 : leech             (health)
    2372712.8 : brambles          (health)
    905766.0 : natures_guardian  (health)
       459.5 : bear_form         (rage)
       770.0 : bear_melee        (rage)
       141.8 : thrash_bear       (rage)
       285.1 : mangle            (rage)
        20.1 : rake              (combo_points)  (overflow=1.3%)
        45.8 : shred             (combo_points)  (overflow=1.2%)
      3029.6 : energy_regen      (energy)  (overflow=37.9%)
        72.8 : energy_refund     (energy)
       288.0 : galactic_guardian (rage)
  Waiting: 0.00%
Player: Vindictive_Gladiators_Badge_of_Conquest_895 tauren druid guardian 110
  DPS: 406781.7  DPS-Error=162.3/0.040%  DPS-Range=32920/8.1%  DPS-Convergence=68.2%
  HPS: 27636.3 HPS-Error=47.0/0.2%
  DPR=63384.5  RPS-Out=6.4 RPS-In=6.4  Resource=(rage) Waiting=0.0 ApM=66.1
  DTPS: 1913859.3  DTPS-error=1345.9/0.1% 
  TMI: 1716554.4  TMI-error=3276.9/0.2%  TMI-min=1287507.9  TMI-max=2551354.5 
  Origin: https://us.api.battle.net/wow/character/wyrmrest-accord/vorem/advanced
  Talents: http://us.battle.net/wow/en/tool/talent-calculator#Ub!0010210
  Artifact: 57:0:0:0:0:948:3:949:3:950:3:951:3:952:3:953:3:954:3:955:3:956:3:957:1:958:1:959:1:960:1:961:1:962:1:979:1:1334:1:1366:20
  Core Stats:    strength=4726|4401(4401)  agility=34664|33039(33039)  stamina=15837|15837(10604)  intellect=7651|7326(7326)  spirit=0|0(0)  health=950220|1068000  mana=704000|704000
  Generic Stats: mastery=12.40%|12.40%(6716)  versatility=13.42%|12.63%(6000)  leech=0.00%|0.00%(0)  runspeed=10.15%|8.05%(0)
  Spell Stats:   power=51909|49475(0)  hit=15.00%|15.00%(0)  crit=26.87%|26.87%(6748)  haste=16.00%|16.00%(6000)  speed=16.00%|16.00%  manareg=0|0(0)
  Attack Stats:  power=43257|41229(0)  hit=7.50%|7.50%(0)  crit=26.87%|26.87%(6748)  expertise=7.50%/7.50%|7.50%/7.50%(0)  haste=16.00%|16.00%(6000)  speed=16.00%|16.00%
  Defense Stats: armor=0|0(0) miss=3.00%|3.00%  dodge=27.66%|27.03%(0)  parry=0.00%|0.00%(0)  block=0.00%|0.00%(0) crit=0.00%|0.00%  versatility=6.71%|6.32%(6000)
  Priorities (actions.precombat):
    flask,type=flask_of_the_seventh_demon/food,type=seedbattered_fish_plate
    augmentation,type=defiled/cat_form/prowl/snapshot_stats/potion,name=old_war
  Priorities:
    auto_attack/use_item,slot=trinket1
    potion,name=old_war,if=buff.rage_of_the_sleeper.up
    call_action_list,name=cat,if=(cooldown.thrash_bear.remains>0&cooldown.mangle.remains>0&buff.rage_of_the_sleeper.down&buff.incarnation.down&buff.galactic_guardian.down)|(buff.cat_form.up&energy>20)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    call_action_list,name=bear
  Priorities (actions.bear):
    bear_form/incarnation/barkskin,if=talent.brambles.enabled
    berserking,if=buff.rage_of_the_sleeper.up
    moonfire,if=!dot.moonfire.ticking&(talent.incarnation.enabled|talent.soul_of_the_forest.enabled)
    lunar_beam,if=(dot.rip.remains>10&buff.bear_form.up)
    rage_of_the_sleeper,if=(dot.rip.remains>10&buff.bear_form.up)
    thrash_bear,if=(buff.incarnation.up=1&dot.thrash_bear.remains<=2)|talent.rend_and_tear.enabled&dot.thrash_bear.stack<3|talent.rend_and_tear.enabled&equipped.137067&dot.thrash_bear.stack<5|equipped.137056
    maul/mangle/thrash_bear/moonfire,if=buff.galactic_guardian.up/swipe_bear
  Priorities (actions.cat):
    dash,if=buff.cat_form.down/cat_form,if=buff.cat_form.down
    ferocious_bite,if=(combo_points>3&target.time_to_die<3)|(combo_points=5&energy>=50&dot.rip.remains>10)|(dot.rip.ticking&target.health.pct<25&combo_points=5&energy>=50)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    rip,if=(!dot.rip.ticking&combo_points=5)|(dot.rip.remains<8&combo_points=5)
    shadowmeld,if=dot.rake.remains<8
    rake,if=dot.rake.remains<8|(combo_points=4&time<10)/shred
  Actions:
    barkskin                     Count=  4.0| 84.33sec  DPE= 233019| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_form                    Count= 23.0| 13.12sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_melee                   Count= 97.8|  3.03sec  DPE=  51780| 4%  DPET=  24962  DPR=   0.0  pDPS=16908  Miss=0.00%  Hit=40482|27252|51172  Crit=82585|55593|104391|26.8%
    brambles                     Count=229.4|  1.30sec  DPE=  10382|22%  DPET=      0  DPR=   0.0  pDPS= 7946  Miss=0.00%  Hit=10382|10382|10382
    brambles_pulse               Count=  0.0|  0.00sec  DPE=      0| 1%  DPET=      0  DPR=   0.0  pDPS= 3097  Miss=0.00%  Hit=14387|13777|18109  Crit=29354|28105|36942|26.8%
    brambles_reflect             Count=229.3|  1.30sec  DPE=  20508| 4%  DPET=      0  DPR=   0.0  pDPS=15697  Miss=0.00%  Hit=16025|15308|20121  Crit=32696|31228|41047|26.9%
    cat_form                     Count= 21.3| 13.66sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    cat_melee                    Count=117.1|  2.53sec  DPE=  38749| 4%  DPET=  46901  DPR=   0.0  pDPS=15158  Miss=0.00%  Hit=31014|21801|32750  Crit=63256|44475|66810|26.9%  Parry=3.0%
    dash                         Count=  2.0|186.93sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    ferocious_bite               Count=  4.2| 43.69sec  DPE= 538405| 2%  DPET= 536045  DPR=   0.0  pDPS= 7607  Miss=0.00%  Hit=433455|67514|507103  Crit=882179|137729|1034491|26.3%  Parry=3.0%
    leech                        Count=199.3|  1.85sec  DPE=  36871|69%  DPET=      0  DPR=   0.0  pDPS=24592  Miss=0.00%  Hit=36870|  10|169535
    mangle                       Count= 44.8|  6.61sec  DPE= 270372|10%  DPET= 215771  DPR=   0.0  pDPS=40418  Miss=0.00%  Hit=211221|136016|265421  Crit=430747|277472|541459|26.9%
    maul                         Count= 65.5|  4.49sec  DPE=  57566| 3%  DPET=      0  DPR=2878.3  pDPS=12594  Miss=0.00%  Hit=41919|27439|52515  Crit=85512|54900|107131|35.9%
    moonfire                     Count= 36.0|  8.14sec  DPE= 774385|23%  DPET= 618520  DPR=   0.0  pDPS=93044  Miss=0.00%  Hit=108113|50011|278719  Crit=220466|104062|568588|26.9%  TickCount=177  MissTick=0.0%  Tick=51348|57|64520  CritTick=104725|366|131620|26.9%  UpTime=98.3%
    natures_guardian             Count=199.3|  1.85sec  DPE=   4564| 9%  DPET=      0  DPR=   0.0  pDPS= 3044  Miss=0.00%  Hit=4564|   1|21014
    potion                       Count=  2.0|  0.00sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    potion_of_the_old_war        Count= 23.4|  6.30sec  DPE= 239172| 5%  DPET=      0  DPR=   0.0  pDPS=18936  Miss=0.00%  Hit=188876|119284|223987  Crit=385790|243340|456934|26.6%  Parry=1.1%
    rage_of_the_sleeper          Count=  3.5| 96.67sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    rage_of_the_sleeper_reflect  Count= 26.2|  9.75sec  DPE= 182213| 4%  DPET=      0  DPR=   0.0  pDPS=15968  Miss=0.00%  Hit=182212|179388|188634
    rake                         Count= 21.0| 14.83sec  DPE= 660652|11%  DPET= 657694  DPR=   0.0  pDPS=46347  Miss=0.00%  Hit=92198|60981|176166  Crit=188335|125782|359378|26.0%  Parry=3.0%  TickCount=96  MissTick=0.0%  Tick=93762|30|186736  CritTick=191472|60|380941|26.9%  UpTime=94.1%
    rip                          Count=  9.3| 26.06sec  DPE=1464893|11%  DPET=1458378  DPR=   0.0  pDPS=45704  Miss=0.00%  Parry=100.0%  TickCount=135  MissTick=0.0%  Tick=79298|1035|99531  CritTick=161774|3630|203043|26.9%  UpTime=90.0%
    shred                        Count= 47.8|  6.23sec  DPE= 203538| 8%  DPET= 202630  DPR=   0.0  pDPS=32490  Miss=0.00%  Hit=163938|111276|173714  Crit=334501|234023|354377|26.1%  Parry=3.0%
    swipe_bear                   Count=  5.6| 48.05sec  DPE= 126556| 1%  DPET= 106411  DPR=   0.0  pDPS= 2376  Miss=0.00%  Hit=99168|68729|105230  Crit=202312|142903|214670|26.6%
    thrash_bear                  Count= 35.4|  8.40sec  DPE= 341860|10%  DPET= 273941  DPR=   0.0  pDPS=40436  Miss=0.00%  Hit=177060|111677|222284  Crit=361528|232377|453460|26.9%  TickCount=97  MissTick=0.0%  Tick=32750|457|41936  CritTick=66819|1757|85550|26.9%  UpTime=97.6%
  Constant Buffs: defiled_augmentation/flask_of_the_seventh_demon/seedbattered_fish_plate
  Dynamic Buffs:
    barkskin              : start= 4.0 refresh=  0.0 interval= 84.3 trigger= 84.3 uptime=17.48%  benefit=18%
    bear_form             : start=23.0 refresh=  0.0 interval= 13.1 trigger= 13.1 uptime=62.21%  benefit=62%
    bloodlust             : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime=13.56%  benefit=43%
    cat_form              : start=23.3 refresh=  0.0 interval= 13.1 trigger= 13.2 uptime=37.79%  benefit=38%
    dash                  : start= 2.0 refresh=  0.0 interval=186.8 trigger=186.8 uptime=10.17%  benefit=10%
    galactic_guardian     : start=36.5 refresh= 44.6 interval=  8.2 trigger=  3.6 uptime=53.14%
    gory_fur              : start= 1.0 refresh=  5.7 interval=  0.0 trigger= 38.1 uptime=85.97%  benefit=86%
    guardian_of_elune     : start= 1.0 refresh= 43.8 interval=209.6 trigger=  6.6 uptime=97.72%  benefit=98%
    mangle                : start=15.4 refresh=  0.0 interval= 18.3 trigger= 18.3 uptime= 6.66%  benefit=34%
    potion_of_the_old_war : start= 2.0 refresh=  0.0 interval=113.6 trigger=  0.0 uptime=16.27%  benefit=16%
    prowl                 : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime= 0.00%  benefit= 1%
    rage_of_the_sleeper   : start= 3.5 refresh=  0.0 interval= 96.6 trigger= 96.6 uptime=11.38%  benefit=11%
    rapid_adaptation      : start= 5.4 refresh=  0.0 interval= 60.4 trigger= 60.4 uptime=35.23%  benefit=35%
  Procs:
     15.5 |  18.29sec : gore
  Gains:
    7347713.2 : leech             (health)
    2381092.7 : brambles          (health)
    909500.8 : natures_guardian  (health)
       459.8 : bear_form         (rage)
       770.1 : bear_melee        (rage)
       141.7 : thrash_bear       (rage)
       285.3 : mangle            (rage)
        20.1 : rake              (combo_points)  (overflow=1.2%)
        45.8 : shred             (combo_points)  (overflow=1.2%)
      3030.2 : energy_regen      (energy)  (overflow=37.8%)
        72.4 : energy_refund     (energy)
       287.9 : galactic_guardian (rage)
  Waiting: 0.00%
Player: Vindictive_Gladiators_Badge_of_Conquest_900 tauren druid guardian 110
  DPS: 407797.7  DPS-Error=162.7/0.040%  DPS-Range=32346/7.9%  DPS-Convergence=68.6%
  HPS: 27709.3 HPS-Error=47.8/0.2%
  DPR=63571.7  RPS-Out=6.4 RPS-In=6.4  Resource=(rage) Waiting=0.0 ApM=66.1
  DTPS: 1911284.5  DTPS-error=1334.9/0.1% 
  TMI: 1715158.1  TMI-error=3257.9/0.2%  TMI-min=1262380.8  TMI-max=2583990.2 
  Origin: https://us.api.battle.net/wow/character/wyrmrest-accord/vorem/advanced
  Talents: http://us.battle.net/wow/en/tool/talent-calculator#Ub!0010210
  Artifact: 57:0:0:0:0:948:3:949:3:950:3:951:3:952:3:953:3:954:3:955:3:956:3:957:1:958:1:959:1:960:1:961:1:962:1:979:1:1334:1:1366:20
  Core Stats:    strength=4726|4401(4401)  agility=34758|33133(33133)  stamina=15837|15837(10604)  intellect=7651|7326(7326)  spirit=0|0(0)  health=950220|1068000  mana=704000|704000
  Generic Stats: mastery=12.40%|12.40%(6716)  versatility=13.42%|12.63%(6000)  leech=0.00%|0.00%(0)  runspeed=10.15%|8.05%(0)
  Spell Stats:   power=52049|49616(0)  hit=15.00%|15.00%(0)  crit=26.87%|26.87%(6748)  haste=16.00%|16.00%(6000)  speed=16.00%|16.00%  manareg=0|0(0)
  Attack Stats:  power=43375|41347(0)  hit=7.50%|7.50%(0)  crit=26.87%|26.87%(6748)  expertise=7.50%/7.50%|7.50%/7.50%(0)  haste=16.00%|16.00%(6000)  speed=16.00%|16.00%
  Defense Stats: armor=0|0(0) miss=3.00%|3.00%  dodge=27.69%|27.06%(0)  parry=0.00%|0.00%(0)  block=0.00%|0.00%(0) crit=0.00%|0.00%  versatility=6.71%|6.32%(6000)
  Priorities (actions.precombat):
    flask,type=flask_of_the_seventh_demon/food,type=seedbattered_fish_plate
    augmentation,type=defiled/cat_form/prowl/snapshot_stats/potion,name=old_war
  Priorities:
    auto_attack/use_item,slot=trinket1
    potion,name=old_war,if=buff.rage_of_the_sleeper.up
    call_action_list,name=cat,if=(cooldown.thrash_bear.remains>0&cooldown.mangle.remains>0&buff.rage_of_the_sleeper.down&buff.incarnation.down&buff.galactic_guardian.down)|(buff.cat_form.up&energy>20)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    call_action_list,name=bear
  Priorities (actions.bear):
    bear_form/incarnation/barkskin,if=talent.brambles.enabled
    berserking,if=buff.rage_of_the_sleeper.up
    moonfire,if=!dot.moonfire.ticking&(talent.incarnation.enabled|talent.soul_of_the_forest.enabled)
    lunar_beam,if=(dot.rip.remains>10&buff.bear_form.up)
    rage_of_the_sleeper,if=(dot.rip.remains>10&buff.bear_form.up)
    thrash_bear,if=(buff.incarnation.up=1&dot.thrash_bear.remains<=2)|talent.rend_and_tear.enabled&dot.thrash_bear.stack<3|talent.rend_and_tear.enabled&equipped.137067&dot.thrash_bear.stack<5|equipped.137056
    maul/mangle/thrash_bear/moonfire,if=buff.galactic_guardian.up/swipe_bear
  Priorities (actions.cat):
    dash,if=buff.cat_form.down/cat_form,if=buff.cat_form.down
    ferocious_bite,if=(combo_points>3&target.time_to_die<3)|(combo_points=5&energy>=50&dot.rip.remains>10)|(dot.rip.ticking&target.health.pct<25&combo_points=5&energy>=50)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    rip,if=(!dot.rip.ticking&combo_points=5)|(dot.rip.remains<8&combo_points=5)
    shadowmeld,if=dot.rake.remains<8
    rake,if=dot.rake.remains<8|(combo_points=4&time<10)/shred
  Actions:
    barkskin                     Count=  4.0| 84.32sec  DPE= 233671| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_form                    Count= 23.0| 13.12sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_melee                   Count= 97.7|  3.03sec  DPE=  51926| 4%  DPET=  25032  DPR=   0.0  pDPS=16945  Miss=0.00%  Hit=40591|27310|51330  Crit=82807|55713|104714|26.8%
    brambles                     Count=229.1|  1.30sec  DPE=  10410|22%  DPET=      0  DPR=   0.0  pDPS= 7960  Miss=0.00%  Hit=10410|10410|10410
    brambles_pulse               Count=  0.0|  0.00sec  DPE=      0| 1%  DPET=      0  DPR=   0.0  pDPS= 3107  Miss=0.00%  Hit=14435|13814|18175  Crit=29451|28181|37077|26.8%
    brambles_reflect             Count=229.1|  1.30sec  DPE=  20560| 4%  DPET=      0  DPR=   0.0  pDPS=15722  Miss=0.00%  Hit=16074|15349|20194  Crit=32788|31313|41197|26.8%
    cat_form                     Count= 21.4| 13.66sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    cat_melee                    Count=117.2|  2.54sec  DPE=  38842| 4%  DPET=  47015  DPR=   0.0  pDPS=15213  Miss=0.00%  Hit=31097|21848|32852  Crit=63436|44571|67017|26.8%  Parry=3.0%
    dash                         Count=  2.0|186.86sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    ferocious_bite               Count=  4.3| 43.98sec  DPE= 539021| 2%  DPET= 536668  DPR=   0.0  pDPS= 7658  Miss=0.00%  Hit=435012|67698|508954  Crit=888324|138103|1038267|25.9%  Parry=3.0%
    leech                        Count=199.2|  1.84sec  DPE=  36970|69%  DPET=      0  DPR=   0.0  pDPS=24657  Miss=0.00%  Hit=36970|  10|170313
    mangle                       Count= 44.7|  6.60sec  DPE= 270757|10%  DPET= 216077  DPR=   0.0  pDPS=40434  Miss=0.00%  Hit=211780|138982|266243  Crit=431618|288976|543135|26.8%
    maul                         Count= 65.5|  4.49sec  DPE=  57693| 3%  DPET=      0  DPR=2884.6  pDPS=12618  Miss=0.00%  Hit=42031|26969|52677  Crit=85681|55017|107461|35.9%
    moonfire                     Count= 36.0|  8.14sec  DPE= 776580|23%  DPET= 620300  DPR=   0.0  pDPS=93319  Miss=0.00%  Hit=108416|50146|279737  Crit=221327|102299|570663|26.8%  TickCount=177  MissTick=0.0%  Tick=51502|30|64755  CritTick=105053|146|132100|26.9%  UpTime=98.3%
    natures_guardian             Count=199.2|  1.84sec  DPE=   4576| 9%  DPET=      0  DPR=   0.0  pDPS= 3052  Miss=0.00%  Hit=4576|   1|21110
    potion                       Count=  2.0|  0.00sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    potion_of_the_old_war        Count= 23.4|  6.30sec  DPE= 239351| 5%  DPET=      0  DPR=   0.0  pDPS=18988  Miss=0.00%  Hit=189166|119284|224197  Crit=385586|243340|457361|26.6%  Parry=1.1%
    rage_of_the_sleeper          Count=  3.5| 96.60sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    rage_of_the_sleeper_reflect  Count= 26.2|  9.71sec  DPE= 182787| 4%  DPET=      0  DPR=   0.0  pDPS=15983  Miss=0.00%  Hit=182787|179874|189323
    rake                         Count= 21.0| 14.82sec  DPE= 662094|11%  DPET= 659136  DPR=   0.0  pDPS=46507  Miss=0.00%  Hit=92508|59971|176809  Crit=188519|126242|360690|26.0%  Parry=3.1%  TickCount=96  MissTick=0.0%  Tick=94061|30|187417  CritTick=191868|182|382331|26.9%  UpTime=94.1%
